pid - plain text,year,dept,,
116209,2008,Department of Electrical and Computer Engineering.,,
116152,2008,Department of Electrical and Computer Engineering.,,
116210,2008,Department of Electrical and Computer Engineering.,,
116211,2008,Department of Chemical Engineering.,,
116153,2008,Department of Biomedical Engineering Dept.,,
116212,2008,Department of Electrical and Computer Engineering.,,
116213,2008,Department of Second Language Education.,,
116216,2008,Department of Pharmacology & Therapeutics.,,
116218,2008,Institute of Islamic Studies.,,
116155,2008,Department of Political Science.,,
116220,2008,Faculty of Religious Studies.,,
116222,2008,Division of Neuroscience.,,
116224,2008,Department of Mining and Materials Engineering.,,
116157,2008,Division of Neuroscience.,,
116158,2008,Department of Chemical Engineering.,,
116225,2008,Department of Electrical and Computer Engineering.,,
116138,2008,Department of Psychiatry.,,
116226,2008,Department of Electrical and Computer Engineering.,,
116159,2008,Schulich School of Music.,,
116227,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116228,2008,Department of English.,,
116229,2008,Department of Culture and Values in Education.,,
116161,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116162,2008,Department of Anthropology.,,
116230,2008,Schulich School of Music.,,
116231,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116232,2008,Department of Culture and Values in Education.,,
116233,2008,Department of History.,,
116163,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116235,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116165,2008,Schulich School of Music.,,
116236,2008,Division of Experimental Medicine.,,
116239,2008,Department of Educational and Counselling Psychology.,,
116242,2008,Faculty of Religious Studies.,,
116168,2008,School of Dietetics and Human Nutrition.,,
116169,2008,Department of Mathematics and Statistics.,,
116244,2008,Department of Atmospheric and Oceanic Sciences.,,
116245,2008,Department of Food Science and Agricultural Chemistry.,,
116170,2008,Division of Experimental Medicine.,,
116246,2008,Department of Geography.,,
116247,2008,Department of Physiology.,,
116171,2008,Department of Animal Science.,,
116172,2008,Department of Biology.,,
116248,2008,Division of Experimental Medicine.,,
116174,2008,Department of Epidemiology and Biostatistics.,,
116249,2008,Department of Human Genetics.,,
116250,2008,School of Computer Science.,,
116175,2008,Department of Human Genetics.,,
116251,2008,Department of Human Genetics.,,
116139,2008,Division of Experimental Medicine.,,
116252,2008,Department of Psychology.,,
116177,2008,Division of Experimental Medicine.,,
116253,2008,Department of Chemistry.,,
116254,2008,Division of Experimental Medicine.,,
116255,2008,Department of Biochemistry.,,
116256,2008,Department of Occupational Health.,,
116178,2008,Department of Food Science and Agricultural Chemistry.,,
116257,2008,Department of Food Science and Agricultural Chemistry.,,
116258,2008,Division of Experimental Medicine.,,
116179,2008,Department of Physics.,,
116259,2008,Division of Experimental Medicine.,,
116260,2008,Department of Pathology.,,
116182,2008,School of Dietetics and Human Nutrition.,,
116141,2008,Department of Kinesiology and Physical Education.,,
116262,2008,Department of Physics.,,
116183,2008,Department of Animal Science.,,
116263,2008,Department of English.,,
116264,2008,Department of Psychiatry.,,
116265,2008,Faculty of Dentistry.,,
116266,2008,Department of Epidemiology and Biostatistics.,,
116185,2008,Department of Atmospheric and Oceanic Sciences.,,
116267,2008,Department of Physics.,,
116268,2008,Department of Psychiatry.,,
116269,2008,Division of Surgical Research.,,
116270,2008,Department of Psychiatry.,,
116271,2008,School of Physical and Occupational Therapy.,,
116186,2008,Department of Physics.,,
116187,2008,Department of Mathematics and Statistics.,,
116272,2008,Department of Biology.,,
116188,2008,Institute of Parasitology.,,
116273,2008,Department of Human Genetics.,,
116274,2008,Department of Medical Radiation Physics.,,
116275,2008,Department of Epidemiology and Biostatistics.,,
116190,2008,Division of Surgical Research.,,
116276,2008,School of Dietetics and Human Nutrition.,,
116191,2008,Department of Psychiatry.,,
116192,2008,Department of Political Science.,,
116193,2008,D̩partement de langue et litt̩rature fran̤aises.,,
116277,2008,Department of Educational and Counselling Psychology.,,
116143,2008,Institute of Islamic Studies.,,
116279,2008,Faculty of Religious Studies.,,
116280,2008,Faculty of Religious Studies.,,
116196,2008,Schulich School of Music.,,
116282,2008,Schulich School of Music.,,
19196,2008,Department of Geography,,
18753,2008,Department of Geography,,
19178,2008,Department of Biology,,
18822,2008,Department of Biology,,
19091,2008,Department of Biomedical Engineering,,
18823,2008,Department of Biomedical Engineering,,
19147,2008,Desautels Faculty of Management,,
18824,2008,Desautels Faculty of Management,,
19079,2008,Department of Plant Science,,
18825,2008,Department of Plant Science,,
19059,2008,Department of Electrical and Computer Engineering,,
18826,2008,Department of Electrical and Computer Engineering,,
19215,2008,Department of Neurology & Neurosurgery,,
18827,2008,Department of Neurology & Neurosurgery,,
19202,2008,Department of Biology,,
18828,2008,Department of Biology,,
19161,2008,Department of Bioresource Engineering,,
18829,2008,Department of Bioresource Engineering,,
19164,2008,School of Social Work,,
18830,2008,School of Social Work,,
19205,2008,Department of Bioresource Engineering,,
18831,2008,Department of Bioresource Engineering,,
19195,2008,Department of Psychology,,
18832,2008,Department of Psychology,,
19115,2008,Department of Bioresource Engineering,,
18833,2008,Department of Bioresource Engineering,,
19135,2008,Department of Neurology & Neurosurgery,,
18834,2008,Department of Neurology & Neurosurgery,,
19185,2008,Department of Anatomy and Cell Biology,,
18835,2008,Department of Anatomy and Cell Biology,,
19155,2008,Department of Earth and Planetary Sciences,,
18836,2008,Department of Earth and Planetary Sciences,,
19201,2008,Department of Electrical and Computer Engineering,,
18837,2008,Department of Electrical and Computer Engineering,,
19103,2008,Department of Atmospheric and Oceanic Sciences,,
18838,2008,Department of Atmospheric and Oceanic Sciences,,
19123,2008,Department of Neurology & Neurosurgery,,
18839,2008,Department of Neurology & Neurosurgery,,
19218,2008,Department of Chemical Engineering,,
18840,2008,Department of Chemical Engineering,,
19206,2008,Department of Bioresource Engineering,,
18841,2008,Department of Bioresource Engineering,,
18842,2008,Department of Physics,,
19062,2008,Department of Physics,,
18843,2008,Department of Neurology & Neurosurgery,,
19125,2008,Department of Neurology & Neurosurgery,,
18844,2008,Department of Civil Engineering & Applied Mechanics,,
19055,2008,Department of Civil Engineering & Applied Mechanics,,
18845,2008,Department of Atmospheric and Oceanic Sciences,,
19053,2008,Department of Atmospheric and Oceanic Sciences,,
18846,2008,Department of Anthropology,,
19179,2008,Department of Anthropology,,
18847,2008,Department of Bioresource Engineering,,
19162,2008,Department of Bioresource Engineering,,
18848,2008,Department of Microbiology & Immunology,,
19157,2008,Department of Microbiology & Immunology,,
18849,2008,School of Social Work,,
19213,2008,School of Social Work,,
18850,2008,Department of Educational and Counselling Psychology,,
19220,2008,Department of Educational and Counselling Psychology,,
18851,2008,Department of Integrated Studies in Education,,
19187,2008,Department of Integrated Studies in Education,,
18852,2008,School of Computer Science,,
19212,2008,School of Computer Science,,
18853,2008,Department of Physics,,
19092,2008,Department of Physics,,
18854,2008,Department of Political Science,,
19175,2008,Department of Political Science,,
18855,2008,Department of Food Science and Agricultural Chemistry,,
19126,2008,Department of Food Science and Agricultural Chemistry,,
18856,2008,Department of Atmospheric and Oceanic Sciences,,
19170,2008,Department of Atmospheric and Oceanic Sciences,,
18857,2008,Department of Microbiology & Immunology,,
19060,2008,Department of Microbiology & Immunology,,
18858,2008,Department of Bioresource Engineering,,
19133,2008,Department of Bioresource Engineering,,
18859,2008,Faculty of Law,,
19127,2008,Faculty of Law,,
18861,2008,Department of Earth and Planetary Sciences,,
19086,2008,Department of Earth and Planetary Sciences,,
18862,2008,Department of Geography,,
19088,2008,Department of Geography,,
18863,2008,Department of Mechanical Engineering,,
19089,2008,Department of Mechanical Engineering,,
18864,2008,Faculty of Religious Studies,,
19137,2008,Faculty of Religious Studies,,
18865,2008,Department of Atmospheric and Oceanic Sciences,,
19099,2008,Department of Atmospheric and Oceanic Sciences,,
18866,2008,Department of Animal Science,,
19113,2008,Department of Animal Science,,
18867,2008,Medical Physics Unit,,
19075,2008,Medical Physics Unit,,
18868,2008,Department of Microbiology & Immunology,,
19199,2008,Department of Microbiology & Immunology,,
18869,2008,Department of Epidemiology & Biostatistics,,
19184,2008,Department of Epidemiology & Biostatistics,,
18870,2008,Department of Neurology & Neurosurgery,,
19150,2008,Department of Neurology & Neurosurgery,,
18871,2008,Department of Political Science,,
19171,2008,Department of Political Science,,
18872,2008,Department of Pharmacology & Therapeutics,,
19081,2008,Department of Pharmacology & Therapeutics,,
18873,2008,Department of Neurology & Neurosurgery,,
19167,2008,Department of Neurology & Neurosurgery,,
18874,2008,Department of Educational and Counselling Psychology,,
19207,2008,Department of Educational and Counselling Psychology,,
19057,2008,Department of Epidemiology & Biostatistics,,
18875,2008,Department of Epidemiology & Biostatistics,,
19112,2008,Department of Bioresource Engineering,,
18876,2008,Department of Bioresource Engineering,,
19082,2008,Schulich School of Music,,
18877,2008,Schulich School of Music,,
19119,2008,Department of Civil Engineering & Applied Mechanics,,
18878,2008,Department of Civil Engineering & Applied Mechanics,,
19065,2008,Department of History,,
18879,2008,Department of History,,
19116,2008,Department of Geography,,
18880,2008,Department of Geography,,
19056,2008,School of Computer Science,,
18881,2008,School of Computer Science,,
19159,2008,Department of Psychology,,
18882,2008,Department of Psychology,,
19105,2008,Department of Anatomy and Cell Biology,,
18883,2008,Department of Anatomy and Cell Biology,,
19128,2008,Department of Electrical and Computer Engineering,,
18884,2008,Department of Electrical and Computer Engineering,,
19131,2008,Department of Medicine,,
18885,2008,Department of Medicine,,
19095,2008,Department of Medicine,,
18886,2008,Department of Medicine,,
19168,2008,School of Communications Sciences & Disorders,,
18887,2008,School of Communications Sciences & Disorders,,
19118,2008,Department of Mechanical Engineering,,
18888,2008,Department of Mechanical Engineering,,
19098,2008,Department of Medicine,,
18889,2008,Department of Medicine,,
20088,2008,Department of Biochemistry,,
19111,2008,Department of Civil Engineering & Applied Mechanics,,
18890,2008,Department of Civil Engineering & Applied Mechanics,,
19094,2008,Department of Neurology & Neurosurgery,,
18891,2008,Department of Neurology & Neurosurgery,,
19181,2008,Institute of Islamic Studies,,
18892,2008,Institute of Islamic Studies,,
19063,2008,Department of Political Science,,
18893,2008,Department of Political Science,,
19074,2008,Department of Philosophy,,
18894,2008,Department of Philosophy,,
19197,2008,Faculty of Law,,
18895,2008,Faculty of Law,,
19156,2008,Department of Chemistry,,
18896,2008,Department of Chemistry,,
19189,2008,Department of Educational and Counselling Psychology,,
18897,2008,Department of Educational and Counselling Psychology,,
19124,2008,Department of Biomedical Engineering,,
18898,2008,Department of Biomedical Engineering,,
19180,2008,Faculty of Law,,
18899,2008,Faculty of Law,,
19217,2008,School of Computer Science,,
18900,2008,School of Computer Science,,
19211,2008,Department of Food Science and Agricultural Chemistry,,
18901,2008,Department of Food Science and Agricultural Chemistry,,
19219,2008,Department of Epidemiology & Biostatistics,,
18902,2008,Department of Epidemiology & Biostatistics,,
19186,2008,Department of Geography,,
18903,2008,Department of Geography,,
19117,2008,Department of Electrical and Computer Engineering,,
18904,2008,Department of Electrical and Computer Engineering,,
19144,2008,Medical Physics Unit,,
18905,2008,Medical Physics Unit,,
19182,2008,Department of Integrated Studies in Education,,
18906,2008,Department of Integrated Studies in Education,,
19077,2008,Faculty of Law,,
18907,2008,Faculty of Law,,
19138,2008,Department of Biochemistry,,
18908,2008,Department of Biochemistry,,
19067,2008,Department of Pharmacology & Therapeutics,,
18909,2008,Department of Pharmacology & Therapeutics,,
19058,2008,Department of Anatomy and Cell Biology,,
18910,2008,Department of Anatomy and Cell Biology,,
19148,2008,Department of Chemistry,,
18911,2008,Department of Chemistry,,
19166,2008,Department of Bioresource Engineering,,
18912,2008,Department of Bioresource Engineering,,
19193,2008,Department of Physics,,
18913,2008,Department of Physics,,
19097,2008,Department of Anthropology,,
18914,2008,Department of Anthropology,,
19080,2008,Department of Human Genetics,,
18915,2008,Department of Human Genetics,,
19203,2008,Medical Physics Unit,,
18916,2008,Medical Physics Unit,,
19054,2008,Department of Medicine,,
18917,2008,Department of Medicine,,
19149,2008,Department of Medicine,,
18918,2008,Department of Medicine,,
19066,2008,Department of Kinesiology and Physical Education,,
18919,2008,Department of Kinesiology and Physical Education,,
19109,2008,Department of Microbiology & Immunology,,
18920,2008,Department of Microbiology & Immunology,,
19064,2008,Department of Electrical and Computer Engineering,,
18921,2008,Department of Electrical and Computer Engineering,,
19071,2008,Department of Biomedical Engineering,,
18922,2008,Department of Biomedical Engineering,,
19142,2008,Department of Mechanical Engineering,,
18923,2008,Department of Mechanical Engineering,,
19068,2008,Department of History,,
18924,2008,Department of History,,
19120,2008,Department of Pharmacology & Therapeutics,,
18925,2008,Department of Pharmacology & Therapeutics,,
19214,2008,Department of Agricultural Economics,,
18926,2008,Department of Agricultural Economics,,
19152,2008,Department of Biology,,
18927,2008,Department of Biology,,
19165,2008,Department of Biomedical Engineering,,
18928,2008,Department of Biomedical Engineering,,
19130,2008,Department of Medicine,,
18929,2008,Department of Medicine,,
19209,2008,Institute of Islamic Studies,,
18930,2008,Institute of Islamic Studies,,
19192,2008,Department of Plant Science,,
18931,2008,Department of Plant Science,,
19121,2008,Schulich School of Music,,
18932,2008,Schulich School of Music,,
19160,2008,Department of History,,
18933,2008,Department of History,,
19072,2008,Department of Biomedical Engineering,,
18934,2008,Department of Biomedical Engineering,,
19154,2008,School of Computer Science,,
18935,2008,School of Computer Science,,
19146,2008,Schulich School of Music,,
18936,2008,Schulich School of Music,,
19085,2008,Department of Bioresource Engineering,,
18937,2008,Department of Bioresource Engineering,,
19090,2008,Department of East Asian Studies,,
18938,2008,Department of East Asian Studies,,
19153,2008,Department of Bioresource Engineering,,
18939,2008,Department of Bioresource Engineering,,
19143,2008,Department of Neurology & Neurosurgery,,
18940,2008,Department of Neurology & Neurosurgery,,
19087,2008,Department of Natural Resource Sciences,,
18941,2008,Department of Natural Resource Sciences,,
19084,2008,Department of Natural Resource Sciences,,
18942,2008,Department of Natural Resource Sciences,,
19188,2008,Department of Animal Science,,
18943,2008,Department of Animal Science,,
19134,2008,Department of Integrated Studies in Education,,
18944,2008,Department of Integrated Studies in Education,,
19183,2008,Department of Physics,,
18945,2008,Department of Physics,,
19110,2008,Department of Mathematics and Statistics,,
18946,2008,Department of Mathematics and Statistics,,
18947,2008,Department of Art History and Communications Studies,,
19052,2008,Department of Art History and Communications Studies,,
19172,2008,Department of Microbiology & Immunology,,
18948,2008,Department of Microbiology & Immunology,,
19145,2008,Department of Electrical and Computer Engineering,,
18949,2008,Department of Electrical and Computer Engineering,,
19106,2008,Department of Earth and Planetary Sciences,,
18950,2008,Department of Earth and Planetary Sciences,,
19076,2008,Department of Biology,,
18951,2008,Department of Biology,,
19139,2008,Department of Epidemiology & Biostatistics,,
18952,2008,Department of Epidemiology & Biostatistics,,
19200,2008,Department of Biochemistry,,
18953,2008,Department of Biochemistry,,
19061,2008,Schulich School of Music,,
18954,2008,Schulich School of Music,,
19070,2008,Department of Atmospheric and Oceanic Sciences,,
18955,2008,Department of Atmospheric and Oceanic Sciences,,
19174,2008,Department of Chemistry,,
18956,2008,Department of Chemistry,,
19107,2008,Department of Electrical and Computer Engineering,,
18957,2008,Department of Electrical and Computer Engineering,,
19198,2008,Department of Mining and Materials,,
18958,2008,Department of Mining and Materials,,
19073,2008,Department of Biochemistry,,
18959,2008,Department of Biochemistry,,
19136,2008,Department of Kinesiology and Physical Education,,
18960,2008,Department of Kinesiology and Physical Education,,
19216,2008,School of Computer Science,,
18961,2008,School of Computer Science,,
19158,2008,Department of Electrical and Computer Engineering,,
18962,2008,Department of Electrical and Computer Engineering,,
19141,2008,School of Computer Science,,
18963,2008,School of Computer Science,,
19194,2008,Department of Mathematics and Statistics,,
18964,2008,Department of Mathematics and Statistics,,
19173,2008,Department of Animal Science,,
18965,2008,Department of Animal Science,,
19169,2008,Department of Art History and Communications Studies,,
18966,2008,Department of Art History and Communications Studies,,
19069,2008,Schulich School of Music,,
18967,2008,Schulich School of Music,,
19176,2008,Department of Geography,,
18968,2008,Department of Geography,,
19102,2008,Department of Epidemiology & Biostatistics,,
18969,2008,Department of Epidemiology & Biostatistics,,
19078,2008,Department of Bioresource Engineering,,
18970,2008,Department of Bioresource Engineering,,
19191,2008,Department of Bioresource Engineering,,
18971,2008,Department of Bioresource Engineering,,
19129,2008,Department of Medicine,,
18972,2008,Department of Medicine,,
19190,2008,Department of Plant Science,,
18973,2008,Department of Plant Science,,
19208,2008,Department of Geography,,
18974,2008,Department of Geography,,
19093,2008,Department of Neurology & Neurosurgery,,
18975,2008,Department of Neurology & Neurosurgery,,
19210,2008,Department of Chemical Engineering,,
18976,2008,Department of Chemical Engineering,,
19114,2008,Department of Physics,,
18977,2008,Department of Physics,,
19104,2008,Department of Anatomy and Cell Biology,,
18978,2008,Department of Anatomy and Cell Biology,,
19132,2008,Department of Bioresource Engineering,,
18979,2008,Department of Bioresource Engineering,,
19108,2008,Department of Physics,,
18980,2008,Department of Physics,,
19151,2008,Department of Anatomy and Cell Biology,,
18982,2008,Department of Anatomy and Cell Biology,,
19100,2008,Department of Art History and Communications Studies,,
18983,2008,Department of Art History and Communications Studies,,
19204,2008,Department of Political Science,,
18984,2008,Department of Political Science,,
19177,2008,Department of Kinesiology and Physical Education,,
18985,2008,Department of Kinesiology and Physical Education,,
19096,2008,Schulich School of Music,,
18986,2008,Schulich School of Music,,
19163,2008,Department of Electrical and Computer Engineering,,
18987,2008,Department of Electrical and Computer Engineering,,
19140,2008,Department of Civil Engineering & Applied Mechanics,,
18988,2008,Department of Civil Engineering & Applied Mechanics,,
19295,2008,Department of Medicine,,
20036,2008,Department of Medicine,,
19296,2008,Department of Pharmacology & Therapeutics,,
20085,2008,Department of Pharmacology & Therapeutics,,
19297,2008,Department of Neurology & Neurosurgery,,
20083,2008,Department of Neurology & Neurosurgery,,
19298,2008,Department of Biology,,
20089,2008,Department of Biology,,
19299,2008,Department of Biology,,
20090,2008,Department of Biology,,
19300,2008,Department of Human Genetics,,
20086,2008,Department of Human Genetics,,
19301,2008,Department of Civil Engineering & Applied             Mechanics,,
20061,2008,Department of Civil Engineering & Applied             Mechanics,,
19302,2008,Department of History,,
20048,2008,Department of History,,
19303,2008,School of Dietetics and Human Nutrition,,
20097,2008,School of Dietetics and Human Nutrition,,
19304,2008,Department of Electrical and Computer Engineering,,
20033,2008,Department of Electrical and Computer Engineering,,
19305,2008,Department of Kinesiology and Physical Education,,
20073,2008,Department of Kinesiology and Physical Education,,
19306,2008,Faculty of Religious Studies,,
20052,2008,Faculty of Religious Studies,,
19307,2008,Medical Physics Unit,,
20096,2008,Medical Physics Unit,,
19308,2008,Department of Epidemiology & Biostatistics,,
20087,2008,Department of Epidemiology & Biostatistics,,
19309,2008,Department of Geography,,
20095,2008,Department of Geography,,
19310,2008,Institute of Parasitology,,
20054,2008,Institute of Parasitology,,
19311,2008,Medical Physics Unit,,
20038,2008,Medical Physics Unit,,
19312,2008,Department of Electrical and Computer Engineering,,
20040,2008,Department of Electrical and Computer Engineering,,
19313,2008,Department of Electrical and Computer Engineering,,
20068,2008,Department of Electrical and Computer Engineering,,
19314,2008,Department of Microbiology & Immunology,,
20091,2008,Department of Microbiology & Immunology,,
19315,2008,Department of Educational and Counselling Psychology,,
20045,2008,Department of Educational and Counselling Psychology,,
19316,2008,Department of Biology,,
20074,2008,Department of Biology,,
19317,2008,Department of Natural Resource Sciences,,
20056,2008,Department of Natural Resource Sciences,,
19318,2008,Department of History,,
20078,2008,Department of History,,
19319,2008,Department of Civil Engineering & Applied             Mechanics,,
20076,2008,Department of Civil Engineering & Applied             Mechanics,,
19320,2008,Department of Bioresource Engineering,,
20062,2008,Department of Bioresource Engineering,,
19321,2008,School of Dietetics and Human Nutrition,,
20066,2008,School of Dietetics and Human Nutrition,,
19322,2008,Medical Physics Unit,,
20037,2008,Medical Physics Unit,,
19323,2008,Department of Anatomy and Cell Biology,,
20079,2008,Department of Anatomy and Cell Biology,,
19324,2008,Faculty of Dentistry,,
20080,2008,Faculty of Dentistry,,
19325,2008,Department of Mechanical Engineering,,
20082,2008,Department of Mechanical Engineering,,
19326,2008,School of Physical & Occupational Therapy,,
20039,2008,School of Physical & Occupational Therapy,,
19327,2008,Department of Pharmacology & Therapeutics,,
20043,2008,Department of Pharmacology & Therapeutics,,
19328,2008,Department of Epidemiology & Biostatistics,,
20065,2008,Department of Epidemiology & Biostatistics,,
19329,2008,School of Architecture,,
20051,2008,School of Architecture,,
19330,2008,Department of Biochemistry,,
20055,2008,Department of Biochemistry,,
19331,2008,Department of Chemical Engineering,,
20034,2008,Department of Chemical Engineering,,
19332,2008,Department of Plant Science,,
20047,2008,Department of Plant Science,,
19333,2008,Department of Biochemistry,,
20092,2008,Department of Biochemistry,,
19334,2008,Department of Civil Engineering & Applied Mechanics,,
20072,2008,Department of Civil Engineering & Applied Mechanics,,
19335,2008,Department of Atmospheric and Oceanic Sciences,,
20058,2008,Department of Atmospheric and Oceanic Sciences,,
19336,2008,Department of Human Genetics,,
20057,2008,Department of Human Genetics,,
19337,2008,Department of Mathematics and Statistics,,
20050,2008,Department of Mathematics and Statistics,,
19338,2008,Faculty of Religious Studies,,
20049,2008,Faculty of Religious Studies,,
19339,2008,Department of Bioresource Engineering,,
20077,2008,Department of Bioresource Engineering,,
19340,2008,Department of Mechanical Engineering,,
20059,2008,Department of Mechanical Engineering,,
19341,2008,School of Computer Science,,
20041,2008,School of Computer Science,,
19342,2008,Department of Biomedical Engineering,,
20098,2008,Department of Biomedical Engineering,,
19343,2008,Department of Epidemiology & Biostatistics,,
20099,2008,Department of Epidemiology & Biostatistics,,
19344,2008,Department of Geography,,
20100,2008,Department of Geography,,
19345,2008,Department of Biomedical Engineering,,
20070,2008,Department of Biomedical Engineering,,
19346,2008,Department of Natural Resource Sciences,,
20044,2008,Department of Natural Resource Sciences,,
19347,2008,Department of Civil Engineering & Applied             Mechanics,,
20094,2008,Department of Civil Engineering & Applied             Mechanics,,
19348,2008,Department of Atmospheric and Oceanic Sciences,,
20081,2008,Department of Atmospheric and Oceanic Sciences,,
19349,2008,Department of Epidemiology & Biostatistics,,
20053,2008,Department of Epidemiology & Biostatistics,,
19350,2008,Department of Biochemistry,,
19351,2008,Department of Neurology & Neurosurgery,,
20084,2008,Department of Neurology & Neurosurgery,,
19352,2008,School of Computer Science,,
20067,2008,School of Computer Science,,
19353,2008,Department of Human Genetics,,
20042,2008,Department of Human Genetics,,
20075,2008,Department of Electrical and Computer Engineering,,
19354,2008,Department of Chemistry,,
20071,2008,Department of Chemistry,,
19355,2008,Department of Psychiatry,,
20069,2008,Department of Psychiatry,,
19356,2008,Department of Medicine,,
20064,2008,Department of Medicine,,
19357,2008,Department of Chemistry,,
20093,2008,Department of Chemistry,,
19358,2008,Department of Art History and Communications Studies,,
20046,2008,Department of Art History and Communications Studies,,
19359,2008,Department of Bioresource Engineering,,
20063,2008,Department of Bioresource Engineering,,
19360,2008,Department of Chemistry,,
20035,2008,Department of Chemistry,,
19361,2008,Department of Political Science,,
20060,2008,Department of Political Science,,
22291,2008,Department of Biomedical Engineering,,
22004,2008,Department of Biomedical Engineering,,
22048,2008,Schulich School of Music,,
22232,2008,Schulich School of Music,,
22314,2008,Department of Chemical Engineering,,
22049,2008,Department of Chemical Engineering,,
22288,2008,Department of Food Science and Agricultural Chemistry,,
22050,2008,Department of Physics,,
22258,2008,Department of Physics,,
22051,2008,Department of Atmospheric and Oceanic Sciences,,
22304,2008,Department of Atmospheric and Oceanic Sciences,,
22052,2008,Department of Mechanical Engineering,,
22190,2008,Department of Mechanical Engineering,,
22053,2008,Department of Mathematics and Statistics,,
22208,2008,Department of Mathematics and Statistics,,
22054,2008,Department of English,,
22287,2008,Department of English,,
22318,2008,School of Dietetics and Human Nutrition,,
22055,2008,School of Dietetics and Human Nutrition,,
100060,2008,School of Dietetics and Human Nutrition,,
22056,2008,Department of Art History and Communications Studies,,
22310,2008,Department of Art History and Communications Studies,,
22057,2008,Department of Epidemiology & Biostatistics,,
22196,2008,Department of Epidemiology & Biostatistics,,
22058,2008,Department of Political Science,,
22243,2008,Department of Political Science,,
22059,2008,Department of Civil Engineering & Applied Mechanics,,
22207,2008,Department of Civil Engineering & Applied Mechanics,,
22060,2008,Department of Human Genetics,,
22297,2008,Department of Human Genetics,,
22061,2008,Department of Integrated Studies in Education,,
22298,2008,Department of Integrated Studies in Education,,
22062,2008,Department of Plant Science,,
22315,2008,Department of Plant Science,,
22063,2008,Department of Art History and Communications Studies,,
22223,2008,Department of Art History and Communications Studies,,
22064,2008,Department of Art History and Communications Studies,,
22220,2008,Department of Art History and Communications Studies,,
22065,2008,Department of Philosophy,,
22204,2008,Department of Philosophy,,
22066,2008,Department of English,,
22289,2008,Department of English,,
22067,2008,Department of Political Science,,
22225,2008,Department of Political Science,,
22068,2008,Schulich School of Music,,
22242,2008,Schulich School of Music,,
22326,2008,Department of Bioresource Engineering,,
22069,2008,Department of Bioresource Engineering,,
22070,2008,Department of Physics,,
22275,2008,Department of Physics,,
22071,2008,Department of Physics,,
22217,2008,Department of Physics,,
22072,2008,Department of Biology,,
22253,2008,Department of Biology,,
22073,2008,Department of Mathematics and Statistics,,
22274,2008,Department of Mathematics and Statistics,,
22074,2008,Department of Atmospheric and Oceanic Sciences,,
22229,2008,Department of Atmospheric and Oceanic Sciences,,
22075,2008,Department of Chemistry,,
22245,2008,Department of Chemistry,,
22076,2008,Medical Physics Unit,,
22301,2008,Medical Physics Unit,,
22077,2008,Department of Neurology & Neurosurgery,,
22239,2008,Department of Neurology & Neurosurgery,,
22078,2008,School of Computer Science,,
22260,2008,School of Computer Science,,
22079,2008,Department of Art History and Communications Studies,,
22255,2008,Department of Art History and Communications Studies,,
22080,2008,Department of Physics,,
22249,2008,Department of Physics,,
22081,2008,Department of Biomedical Engineering,,
22230,2008,Department of Biomedical Engineering,,
22285,2008,Department of Mechanical Engineering,,
22082,2008,Department of Mechanical Engineering,,
22083,2008,Department of Civil Engineering & Applied Mechanics,,
22231,2008,Department of Civil Engineering & Applied Mechanics,,
22084,2008,Department of Biology,,
22267,2008,Department of Biology,,
22085,2008,Department of Anthropology,,
22306,2008,Department of Anthropology,,
22086,2008,Department of Medicine,,
22219,2008,Department of Medicine,,
22087,2008,Department of Plant Science,,
22218,2008,Department of Plant Science,,
22088,2008,Department of Art History and Communications Studies,,
22319,2008,Department of Art History and Communications Studies,,
22089,2008,Department of Mathematics and Statistics,,
22224,2008,Department of Mathematics and Statistics,,
22090,2008,Desautels Faculty of Management,,
22221,2008,Desautels Faculty of Management,,
22091,2008,Department of Electrical and Computer Engineering,,
22205,2008,Department of Electrical and Computer Engineering,,
22092,2008,Department of Physics,,
22211,2008,Department of Physics,,
22093,2008,Department of Chemical Engineering,,
22324,2008,Department of Chemical Engineering,,
22094,2008,Department of Psychology,,
22329,2008,Department of Psychology,,
22095,2008,Department of Biology,,
22269,2008,Department of Biology,,
22330,2008,Department of Medicine,,
22096,2008,Department of Medicine,,
22280,2008,Department of Epidemiology & Biostatistics,,
22097,2008,Department of Epidemiology & Biostatistics,,
22098,2008,Department of Biology,,
22272,2008,Department of Biology,,
22099,2008,Department of Physics,,
22200,2008,Department of Physics,,
22100,2008,Department of Surgery,,
22202,2008,Department of Surgery,,
22101,2008,Department of Physics,,
22256,2008,Department of Physics,,
22294,2008,School of Computer Science,,
22102,2008,School of Computer Science,,
22103,2008,Department of Electrical and Computer Engineering,,
22308,2008,Department of Electrical and Computer Engineering,,
22104,2008,Institute of Parasitology,,
22259,2008,Institute of Parasitology,,
22105,2008,Department of Bioresource Engineering,,
22241,2008,Department of Bioresource Engineering,,
22327,2008,Department of Geography,,
22106,2008,Department of Geography,,
22107,2008,Department of Neurology & Neurosurgery,,
22250,2008,Department of Neurology & Neurosurgery,,
22108,2008,Department of Art History and Communications Studies,,
22309,2008,Department of Art History and Communications Studies,,
22109,2008,School of Social Work,,
22247,2008,School of Social Work,,
